Policy ID,Insurance Provider,Policy Name,Coverage Type,Premium Amount (Annual),Coverage Details,Eligibility Criteria,Network Hospitals,Claim Settlement Ratio (%),Waiting Period,Exclusions,Additional Benefits,Category
POL3747,Kaiser Permanente,Family Protect,Individual,16016,"Hospitalization, OPD","60+ years, Medical Checkup Required",246,91.3,3 months,Maternity Benefits,Discounted Medicines,Seniors
POL3748,Cigna,Basic Care,Senior Citizen,37315,Full Coverage,"60+ years, Medical Checkup Required",75,85.18,6 months,Maternity Benefits,Fitness Membership,Critical Illness
POL3749,Cigna,Corporate Shield,Senior Citizen,7091,"Critical Illness, Surgery","Self-employed, Tax Benefits",264,96.35,1 year,Maternity Benefits,Fitness Membership,Critical Illness
POL3750,UnitedHealth,Critical Guard,Senior Citizen,34035,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",460,73.3,1 year,Cosmetic Surgery,Discounted Medicines,Children
POL3751,MetLife,Family Protect,Corporate,35935,"Critical Illness, Surgery","Employed, Company-sponsored",123,78.96,1 year,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL3752,UnitedHealth,Comprehensive Plus,Corporate,12262,Full Coverage,"60+ years, Medical Checkup Required",459,85.84,6 months,Cosmetic Surgery,Discounted Medicines,Seniors
POL3753,Humana,Family Protect,Family,39616,"Hospitalization, OPD","18-60 years, No pre-existing conditions",379,75.81,6 months,Cosmetic Surgery,Free Annual Checkup,Seniors
POL3754,Kaiser Permanente,Corporate Shield,Individual,45445,"Maternity, Vision, Dental","Self-employed, Tax Benefits",71,91.26,3 months,Maternity Benefits,24/7 Teleconsultation,Critical Illness
POL3755,MetLife,Basic Care,Senior Citizen,6811,"Maternity, Vision, Dental","Employed, Company-sponsored",232,88.16,3 months,Maternity Benefits,Free Annual Checkup,Children
POL3756,Aetna,Corporate Shield,Individual,30252,"Hospitalization, OPD","60+ years, Medical Checkup Required",237,78.72,2 years,Dental & Vision,Free Annual Checkup,Seniors
POL3757,Cigna,Comprehensive Plus,Individual,21112,"Hospitalization, OPD","Employed, Company-sponsored",463,97.1,2 years,Dental & Vision,Discounted Medicines,Corporate
POL3758,Aetna,Corporate Shield,Senior Citizen,42727,Full Coverage,"60+ years, Medical Checkup Required",282,90.99,1 month,Dental & Vision,Free Annual Checkup,Seniors
POL3759,Cigna,Family Protect,Corporate,18171,"Maternity, Vision, Dental","Employed, Company-sponsored",59,87.79,6 months,Maternity Benefits,Discounted Medicines,Corporate
POL3760,Aetna,Basic Care,Individual,41066,"Maternity, Vision, Dental","Employed, Company-sponsored",349,85.02,6 months,Maternity Benefits,Free Annual Checkup,Corporate
POL3761,Cigna,Family Protect,Senior Citizen,5001,"Critical Illness, Surgery","60+ years, Medical Checkup Required",474,93.99,3 months,Maternity Benefits,Fitness Membership,Adults
POL3762,MetLife,Family Protect,Senior Citizen,6562,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",114,86.45,1 month,Maternity Benefits,Free Annual Checkup,Corporate
POL3763,Cigna,Critical Guard,Family,12895,"Critical Illness, Surgery","Employed, Company-sponsored",414,95.54,1 year,Cosmetic Surgery,Free Annual Checkup,Seniors
POL3764,MetLife,Basic Care,Family,6848,"Hospitalization, OPD","18-60 years, No pre-existing conditions",257,90.68,6 months,Dental & Vision,24/7 Teleconsultation,Critical Illness
POL3765,Humana,Senior Secure,Family,6103,"Critical Illness, Surgery","60+ years, Medical Checkup Required",497,76.64,3 months,Maternity Benefits,Discounted Medicines,Seniors
POL3766,Cigna,Comprehensive Plus,Individual,42946,"Hospitalization, OPD","60+ years, Medical Checkup Required",126,85.09,6 months,Dental & Vision,Free Annual Checkup,Corporate
POL3767,MetLife,Corporate Shield,Senior Citizen,42051,"Critical Illness, Surgery","Employed, Company-sponsored",385,85.84,1 month,Cosmetic Surgery,24/7 Teleconsultation,Critical Illness
POL3768,Cigna,Basic Care,Senior Citizen,44550,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",283,74.35,3 months,Cosmetic Surgery,24/7 Teleconsultation,Seniors
POL3769,MetLife,Corporate Shield,Senior Citizen,16528,"Critical Illness, Surgery","60+ years, Medical Checkup Required",261,88.88,1 year,Maternity Benefits,Discounted Medicines,Children
POL3770,UnitedHealth,Senior Secure,Corporate,10197,"Hospitalization, OPD","Self-employed, Tax Benefits",419,77.06,2 years,Maternity Benefits,Fitness Membership,Critical Illness
POL3771,MetLife,Corporate Shield,Corporate,33184,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",263,91.68,3 months,Maternity Benefits,Free Annual Checkup,Children
POL3772,MetLife,Critical Guard,Corporate,38815,Full Coverage,"Employed, Company-sponsored",106,94.83,2 years,Cosmetic Surgery,Discounted Medicines,Adults
POL3773,UnitedHealth,Family Protect,Senior Citizen,30061,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",204,77.63,1 year,Maternity Benefits,Discounted Medicines,Children
POL3774,Aetna,Family Protect,Corporate,5871,"Hospitalization, OPD","Self-employed, Tax Benefits",112,96.79,3 months,Maternity Benefits,Discounted Medicines,Critical Illness
POL3775,Kaiser Permanente,Basic Care,Senior Citizen,14600,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",108,91.63,6 months,Pre-existing conditions (2 years),Fitness Membership,Adults
POL3776,Humana,Senior Secure,Senior Citizen,16954,"Critical Illness, Surgery","Employed, Company-sponsored",224,92.82,1 month,Maternity Benefits,Fitness Membership,Adults
POL3777,Kaiser Permanente,Critical Guard,Family,39853,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",488,94.6,6 months,Cosmetic Surgery,24/7 Teleconsultation,Adults
POL3778,Aetna,Senior Secure,Individual,28618,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",455,75.0,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Seniors
POL3779,MetLife,Critical Guard,Family,18057,"Hospitalization, OPD","18-60 years, No pre-existing conditions",438,85.47,3 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL3780,Humana,Critical Guard,Senior Citizen,29756,"Maternity, Vision, Dental","Employed, Company-sponsored",57,71.79,3 months,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL3781,Humana,Corporate Shield,Individual,11600,"Maternity, Vision, Dental","Employed, Company-sponsored",269,95.71,1 year,Maternity Benefits,Free Annual Checkup,Children
POL3782,UnitedHealth,Critical Guard,Individual,16447,Full Coverage,"60+ years, Medical Checkup Required",386,87.83,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Seniors
POL3783,Blue Cross,Critical Guard,Family,16461,"Maternity, Vision, Dental","Self-employed, Tax Benefits",358,94.38,1 month,Maternity Benefits,Discounted Medicines,Seniors
POL3784,UnitedHealth,Corporate Shield,Corporate,36631,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",288,74.99,1 year,Maternity Benefits,24/7 Teleconsultation,Critical Illness
POL3785,UnitedHealth,Corporate Shield,Individual,45428,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",113,88.6,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Children
POL3786,Humana,Corporate Shield,Family,39128,"Critical Illness, Surgery","60+ years, Medical Checkup Required",116,91.63,6 months,Maternity Benefits,Fitness Membership,Adults
POL3787,Humana,Comprehensive Plus,Family,38656,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",414,97.7,6 months,Cosmetic Surgery,24/7 Teleconsultation,Critical Illness
POL3788,Kaiser Permanente,Family Protect,Senior Citizen,24644,"Hospitalization, OPD","Self-employed, Tax Benefits",453,91.57,1 month,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL3789,UnitedHealth,Corporate Shield,Individual,22340,Full Coverage,"60+ years, Medical Checkup Required",164,89.42,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Corporate
POL3790,Humana,Family Protect,Individual,45196,"Hospitalization, OPD","Self-employed, Tax Benefits",299,90.52,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Critical Illness
POL3791,Aetna,Basic Care,Corporate,36920,Full Coverage,"60+ years, Medical Checkup Required",489,71.04,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL3792,Cigna,Basic Care,Family,9082,Full Coverage,"Employed, Company-sponsored",193,96.81,1 year,Dental & Vision,Fitness Membership,Corporate
POL3793,Blue Cross,Corporate Shield,Senior Citizen,8158,"Hospitalization, OPD","60+ years, Medical Checkup Required",133,92.62,3 months,Dental & Vision,Discounted Medicines,Seniors
POL3794,UnitedHealth,Corporate Shield,Corporate,48326,Full Coverage,"Self-employed, Tax Benefits",69,84.47,3 months,Maternity Benefits,Discounted Medicines,Seniors
POL3795,Cigna,Senior Secure,Family,10006,Full Coverage,"Employed, Company-sponsored",429,88.55,3 months,Cosmetic Surgery,Free Annual Checkup,Corporate
POL3796,UnitedHealth,Comprehensive Plus,Individual,40341,Full Coverage,"60+ years, Medical Checkup Required",88,77.99,6 months,Maternity Benefits,24/7 Teleconsultation,Corporate
POL3797,Cigna,Senior Secure,Corporate,39602,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",120,88.2,6 months,Maternity Benefits,Free Annual Checkup,Adults
POL3798,Kaiser Permanente,Comprehensive Plus,Senior Citizen,32390,"Maternity, Vision, Dental","Employed, Company-sponsored",421,97.56,1 month,Dental & Vision,Fitness Membership,Seniors
POL3799,MetLife,Critical Guard,Individual,48656,"Critical Illness, Surgery","60+ years, Medical Checkup Required",331,82.82,3 months,Cosmetic Surgery,Free Annual Checkup,Adults
POL3800,Aetna,Senior Secure,Family,16376,"Critical Illness, Surgery","Employed, Company-sponsored",192,78.12,6 months,Dental & Vision,24/7 Teleconsultation,Corporate
POL3801,Kaiser Permanente,Family Protect,Individual,32751,"Hospitalization, OPD","60+ years, Medical Checkup Required",128,83.19,1 month,Cosmetic Surgery,Discounted Medicines,Children
POL3802,Kaiser Permanente,Family Protect,Senior Citizen,36194,"Critical Illness, Surgery","Employed, Company-sponsored",130,80.82,6 months,Maternity Benefits,Discounted Medicines,Critical Illness
POL3803,Blue Cross,Critical Guard,Corporate,20803,Full Coverage,"Self-employed, Tax Benefits",271,91.15,1 month,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL3804,Blue Cross,Corporate Shield,Individual,35480,Full Coverage,"Employed, Company-sponsored",158,75.47,1 month,Dental & Vision,24/7 Teleconsultation,Corporate
POL3805,Blue Cross,Corporate Shield,Individual,15165,"Maternity, Vision, Dental","Employed, Company-sponsored",451,90.88,1 year,Dental & Vision,Fitness Membership,Critical Illness
POL3806,Humana,Comprehensive Plus,Senior Citizen,28094,Full Coverage,"Self-employed, Tax Benefits",396,79.51,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL3807,Kaiser Permanente,Family Protect,Family,16105,"Maternity, Vision, Dental","Self-employed, Tax Benefits",131,95.97,6 months,Cosmetic Surgery,Free Annual Checkup,Children
POL3808,Aetna,Corporate Shield,Senior Citizen,40023,"Critical Illness, Surgery","Employed, Company-sponsored",460,81.58,1 year,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL3809,UnitedHealth,Critical Guard,Family,6843,"Hospitalization, OPD","60+ years, Medical Checkup Required",345,91.08,6 months,Dental & Vision,Discounted Medicines,Adults
POL3810,Cigna,Basic Care,Family,6433,Full Coverage,"Self-employed, Tax Benefits",409,74.35,3 months,Dental & Vision,Fitness Membership,Critical Illness
POL3811,Blue Cross,Corporate Shield,Family,12788,Full Coverage,"Self-employed, Tax Benefits",76,90.4,3 months,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL3812,MetLife,Comprehensive Plus,Corporate,24335,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",433,73.53,1 year,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL3813,Cigna,Basic Care,Family,6276,"Critical Illness, Surgery","Employed, Company-sponsored",461,80.4,3 months,Cosmetic Surgery,Free Annual Checkup,Children
POL3814,Cigna,Critical Guard,Individual,31270,Full Coverage,"60+ years, Medical Checkup Required",188,94.33,1 month,Cosmetic Surgery,Free Annual Checkup,Children
POL3815,Blue Cross,Critical Guard,Senior Citizen,10620,"Hospitalization, OPD","60+ years, Medical Checkup Required",335,77.35,6 months,Dental & Vision,24/7 Teleconsultation,Critical Illness
POL3816,MetLife,Comprehensive Plus,Family,9436,"Maternity, Vision, Dental","Employed, Company-sponsored",385,71.23,6 months,Maternity Benefits,Free Annual Checkup,Seniors
POL3817,UnitedHealth,Family Protect,Individual,15434,"Critical Illness, Surgery","60+ years, Medical Checkup Required",356,73.12,3 months,Cosmetic Surgery,24/7 Teleconsultation,Seniors
POL3818,Blue Cross,Critical Guard,Senior Citizen,18758,"Hospitalization, OPD","Employed, Company-sponsored",231,90.36,3 months,Dental & Vision,Fitness Membership,Critical Illness
POL3819,Blue Cross,Basic Care,Senior Citizen,31472,Full Coverage,"Employed, Company-sponsored",410,82.42,1 year,Cosmetic Surgery,Fitness Membership,Adults
POL3820,Cigna,Basic Care,Family,6887,"Critical Illness, Surgery","60+ years, Medical Checkup Required",267,92.96,1 month,Dental & Vision,Free Annual Checkup,Critical Illness
POL3821,Humana,Critical Guard,Individual,17716,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",164,91.38,2 years,Dental & Vision,24/7 Teleconsultation,Seniors
POL3822,Cigna,Critical Guard,Family,49390,Full Coverage,"18-60 years, No pre-existing conditions",369,94.94,1 month,Dental & Vision,Discounted Medicines,Corporate
POL3823,Humana,Senior Secure,Family,35689,Full Coverage,"Employed, Company-sponsored",301,94.62,1 year,Maternity Benefits,Free Annual Checkup,Children
POL3824,Humana,Family Protect,Family,27707,"Critical Illness, Surgery","60+ years, Medical Checkup Required",264,89.46,3 months,Cosmetic Surgery,Fitness Membership,Corporate
POL3825,MetLife,Comprehensive Plus,Individual,48277,"Hospitalization, OPD","Employed, Company-sponsored",178,95.21,2 years,Dental & Vision,Fitness Membership,Seniors
POL3826,MetLife,Comprehensive Plus,Senior Citizen,32724,Full Coverage,"18-60 years, No pre-existing conditions",173,93.15,2 years,Cosmetic Surgery,24/7 Teleconsultation,Seniors
POL3827,Blue Cross,Critical Guard,Senior Citizen,33450,"Critical Illness, Surgery","Self-employed, Tax Benefits",131,77.93,1 month,Maternity Benefits,24/7 Teleconsultation,Seniors
POL3828,UnitedHealth,Corporate Shield,Individual,48565,Full Coverage,"18-60 years, No pre-existing conditions",484,82.7,2 years,Cosmetic Surgery,24/7 Teleconsultation,Children
POL3829,UnitedHealth,Family Protect,Family,35653,Full Coverage,"60+ years, Medical Checkup Required",56,96.34,1 year,Cosmetic Surgery,Fitness Membership,Adults
POL3830,Aetna,Corporate Shield,Individual,15807,Full Coverage,"60+ years, Medical Checkup Required",253,87.87,2 years,Cosmetic Surgery,Free Annual Checkup,Corporate
POL3831,Blue Cross,Corporate Shield,Senior Citizen,15318,"Maternity, Vision, Dental","Self-employed, Tax Benefits",390,73.89,2 years,Maternity Benefits,Free Annual Checkup,Corporate
POL3832,Kaiser Permanente,Basic Care,Senior Citizen,33620,"Critical Illness, Surgery","60+ years, Medical Checkup Required",143,72.57,1 year,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL3833,Cigna,Critical Guard,Corporate,31374,"Critical Illness, Surgery","60+ years, Medical Checkup Required",111,87.63,1 month,Maternity Benefits,24/7 Teleconsultation,Seniors
POL3834,Blue Cross,Critical Guard,Corporate,31382,Full Coverage,"Self-employed, Tax Benefits",155,76.75,3 months,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL3835,Aetna,Senior Secure,Corporate,23089,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",375,75.32,1 year,Cosmetic Surgery,Fitness Membership,Adults
POL3836,Blue Cross,Corporate Shield,Family,20745,"Hospitalization, OPD","18-60 years, No pre-existing conditions",98,77.47,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Adults
POL3837,Aetna,Corporate Shield,Corporate,20109,"Critical Illness, Surgery","Employed, Company-sponsored",210,70.88,3 months,Dental & Vision,Fitness Membership,Corporate
POL3838,UnitedHealth,Critical Guard,Family,22144,"Hospitalization, OPD","Self-employed, Tax Benefits",438,83.68,2 years,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL3839,Aetna,Comprehensive Plus,Corporate,24832,"Maternity, Vision, Dental","Employed, Company-sponsored",495,86.36,2 years,Pre-existing conditions (2 years),Free Annual Checkup,Corporate
POL3840,MetLife,Critical Guard,Individual,41569,"Maternity, Vision, Dental","Employed, Company-sponsored",228,89.6,2 years,Maternity Benefits,Free Annual Checkup,Corporate
POL3841,Aetna,Basic Care,Corporate,13516,"Maternity, Vision, Dental","Self-employed, Tax Benefits",301,79.93,2 years,Pre-existing conditions (2 years),Discounted Medicines,Children
POL3842,MetLife,Basic Care,Senior Citizen,37799,Full Coverage,"Self-employed, Tax Benefits",344,77.73,1 month,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
